0
3012.5
2987.5
3000
3000
2987.5
3012.5
3125
3275
3325
3362.5
3350
3350
3400
3700
3937.5
4237.5
4700
4975
5637.5
6237.5
6725
7325
8112.5
8525
8712.5
8675
8675
8650
8675
8612.5
8525
8462.5
8262.5
7975
7762.5
7450
6950
6712.5
6525
6287.5
6062.5
5912.5
5725
5562.5
5400
5137.5
4937.5
4887.5
